Gene,DOID:1240,DOID:6432,Chlorambucil,Ethanol,Imatinib (glivec),4-hydroxytamoxifen,Hydroxyzine,Etanercept,"2,3-dimethoxy-1,4-naphtoquinone (dmnq)",Lapatinib,Lmp-420,Nickel,Pimecrolimus,Estradiol,Atorvastatin,Insulin,Metformin,"Dmnq   (2,3-dimethoxy-1,4-naphthoquinone)",Motexafin gadolinium (4 h),Mesalazine,Arsenic,Actinomycin d,Cigarette smoke,Interferon beta-1a,Mercury,Nitric oxide,Motexafin gadolinium,Fgfr-specific pd173074 inhibitor,Bortezomib,"3,3',4,4'-tetrachlorobiphenyl",Foretinib,Formoterol,Laccaic acid,Hodgkin lymphoma,Chromium,Ubiquinol,Resveratrol,Citalopram,Gefitinib,Tretinoin,Cisplatin,Metoprolol,Methotrexate,Curcumin,Harman,Lipopolysaccharide,Pd173074,Bexarotene,Alfacalcidol,Plx4720,Vemurafenib,Bpde,"Puromycin, 2xec50, 1d",Dasatinib,Oprelvekin,Phenol,Rosiglitazone,"Puromycin, 2xec50, 3 d",Androstanolone,Letrozole,"2,3,7,8-tetrachlorodibenzo-p-dioxin (tcdd)",Gamma-tocotrienol,Cocaine,Neocarzinostatin,"Puromycin, ec50, 1 d",Triiodothyronine-[13c6] hydrochloride (t3 thyronine),Mk-886,Pbde 85,Methylphenidate,Carboplatin (24 h),"1,25 dihydroxyvitamin d","1,2,4-benzenetriol",Testosterone,Y15,Hypochlorous acid,Mycophenolic acid,Cycloheximide,Adenosine triphosphate,Torcetrapib,Paclitaxel,Vanadium pentoxide,Chlorpyrifos,Cediranib,Sangivamycin (nsc 65346),Sevoflurane,Pioglitazone,Interferon gamma-1b,Aplidin,Nicotine,Sirolimus,Laminin,R1881,Hydrocortisone,Sapphyrin pci-2050 (1.25 &icirc;&frac14;m),Heregulin,Promegestone,Abiraterone,Imatinib,Cyfluthrin,Trastuzumab,Tamoxifen,Nilotinib,Fluticasone,Luteolin,Anastrozole,Carboplatin,"Puromycin, ec50, 5 d",Sb 216763,Fenretinide,Tibolone,DOID:0050589,DOID:9256,Plx4032,Temozolomide,Ciprofloxacin,Celecoxib,Gatifloxacin,Antimony,Folic acid,Vx,Sapphyrin pci-2050 (2.5 &icirc;&frac14;m),Sorafenib,Argyrin a,Deferasirox,Azathioprine,Nsc319726,4-hydroxynonenal,Phorbol 12-myristate 13-acetate (pma),Carboplatin (30 h),Carboplatin (36 h),Isotretinoin,Levofloxacin,Bisphenol a,Lysophosphatidic acid,Dexamethasone,Interferon beta-1b,Natural alpha interferon,"2,3,7,8-tetrachlorodibenzo-p-dioxin",DOID:971,Cetuximab,Rituximab,Calcitriol,Epz004777,Mln4924,Fluorouracil,Arachidonic acid,Mek inhibitor (meki : azd6244),DOID:2154,Apratoxin a,Zinc acetate,Propofol,Sulforaphane,Ribavirin,Quercetin,DOID:2394,Cytarabine,Azacitidine,Cadmium,Pertuzumab,Telapristone acetate,DOID:13949,Bicalutamide,Nvp-tnks656,"Puromycin, ec50, 3 d",DOID:419,DOID:381,Bleomycin,"2,2',4,4',5,5'-hexachlorobiphenyl   (pcb-153)",DOID:3498,Arc (nsc 188491),Decitabine,Diclofenac,Thapsigargin,DOID:7147,Aminolevulinic acid,Doxycycline,Clinafloxacin,Nvp-tnks656 (tankyrase inhibitor),DOID:3910,Cholestyramine,DOID:5409,Trovafloxacin,Grepafloxacin,Colchicine,Casiigly,DOID:5082,Doxorubicin,DOID:4450,DOID:4556,DOID:0050742,DOID:9008
MIRN346,0.003890087828040123,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MIRN10B,0.0037106499075889587,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MIRN32,0.0013844792265444994,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"MIRN367
",0.0012346281437203288,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MIRN22,0.00088671431876719,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MIRN424,0.00026943779084831476,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MIRN338,0.00013330703950487077,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HBD,,0.3946287930011749,-0.0202,-0.0417,-0.0229,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NFKBIA,,0.18736238777637482,,,,-0.1081,-0.0301,-0.0124,-0.0303,-0.0719,-0.0447,-0.0242,-0.0221,-0.0263,-0.0275,-0.0192,-0.0189,-0.022,-0.0046,-0.013,-0.0342,-0.0279,-0.0704,-0.0597,-0.0291,-0.0285,-0.0226,-0.0399,-0.0174,-0.0247,-0.0125,-0.0185,-0.0514,-0.0618,-0.0176,-0.1097,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MT2A,,0.1680973768234253,,,-0.0115,,,-0.0646,-0.0219,,,-0.0295,,,,,,,,-0.0441,,,-0.0991,,,-0.0237,,,,,-0.082,,,,,,-0.0374,-0.0132,-0.0207,-0.0682,-0.0654,-0.1576,-0.0215,-0.0517,-0.0517,-0.0165,-0.0324,-0.061,-0.1518,-0.0318,-0.044,-0.0558,-0.0597,-0.1232,-0.0074,-0.2045,-0.2178,-0.0356,-0.0225,-0.028,-0.0117,-0.0356,-0.0132,-0.0227,-0.0368,-0.0296,-0.0155,-0.04,-0.1051,-0.0516,-0.0784,-0.0577,-0.0166,-0.0235,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SLC36A2,,0.1464938372373581,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PSAP,,0.12143830209970474,,,,-0.0158,-0.0112,,,,,,,,-0.0475,-0.008,,-0.0171,,-0.0203,-0.0134,,,,-0.0122,,,,,,,,-0.0176,,,-0.0338,-0.0163,,,,,,,,,,,,,,,,,-0.0377,-0.0964,,,,-0.0258,,,,,,,,,,,,,-0.0443,,,-0.0182,-0.0402,-0.0168,-0.0489,-0.0239,-0.0128,-0.0192,-0.0184,-0.0617,-0.0124,-0.0119,-0.0328,-0.0106,-0.0342,-0.0155,-0.0358,-0.0548,-0.0218,-0.0341,-0.0148,-0.0353,-0.0241,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ALAS2,,0.11482156068086624,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IFITM1,,0.10313697904348373,,,,,,,-0.0474,,,,,,-0.0505,,,,,,,,,,,-0.0554,,,,,,,,-0.0962,,,,-0.0113,-0.0216,,,,-0.0236,-0.0145,-0.0634,,,,-0.1426,,,,,,,,,,,-0.0379,,,,,,,,,,-0.0237,-0.0846,,,,-0.0353,,-0.0194,,,-0.0133,,-0.0739,,,,,,,,,,,,,,,-0.022,-0.0314,-0.0334,-0.0216,-0.0667,-0.0577,-0.0079,-0.1114,-0.0183,-0.0293,-0.0217,-0.0208,-0.0489,-0.0163,0.10871460288763046,0.08628048002719879,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IL1B,,0.09831590205430984,,,,,,,,,,,,,,,-0.2605,,,,,,-0.1108,,,,,,,,,,,,,-0.0099,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.0152,,,,,,,,,,,,,,,-0.0529,-0.1461,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CAP1
",,0.09013620018959045,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CLU,,0.08918719738721848,,,,,,,,,,,,-0.0162,,,,-0.0511,,,-0.0196,,,,-0.0319,,,,,,,-0.0289,-0.0629,,-0.0288,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.0288,,,,,,,,,,,,,,,,-0.0263,,,,,,,,,-0.0317,,,,,,,,,,,,,,,,,,,-0.0118,,,,,-0.0292,-0.0379,-0.0491,-0.0041,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZFP36,,0.08912050724029541,,,,,,-0.019,,,,,-0.0209,,-0.0116,,,,,-0.0256,,-0.017,,,,,,,,,,-0.0221,,,,-0.1181,,-0.0175,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.0121,-0.024,,,,,,,,,,,,,-0.0068,,,,,,,,,,,,,,,,-0.0554,,,,,,,,,-0.0121,-0.0179,-0.0085,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
YWHAB,,0.08906397968530655,,,-0.0176,-0.0142,-0.0169,,,,,,,,,,,,,-0.0136,,,,,,-0.0195,,,,-0.0179,-0.0303,,,,,,-0.0172,,-0.0476,-0.028,,,-0.0268,-0.0157,,,,,-0.0166,,,,,,-0.018,,,,,,,,,,,,,,,-0.0215,,-0.0119,,,-0.0151,-0.0156,-0.0217,-0.0269,,,,,,,,,,-0.0202,,,,-0.0143,,,,,,-0.0165,,-0.0141,-0.0254,,-0.0061,-0.0337,,-0.0266,,,,,,,,,,,,,,,,-0.0224,-0.0284,-0.0205,-0.0328,-0.0244,-0.0257,-0.0333,-0.0261,-0.0246,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HBG2,,0.08339307457208633,,-0.0315,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.0122,,,,-0.0099,,,,,,,,,,,,,,,,,,,,,-0.2754,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CD14,,0.08321940153837204,,,,,,-0.0261,-0.0113,,,,,,,,,,,-0.0115,,,-0.0515,-0.0108,,,,,,,,,,,,-0.0218,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.0534,,,,,,,,,,,,,,,-0.0215,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.0149,-0.0166,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FTL,,0.08098376542329788,-0.0354,,,,,-0.024,,-0.0222,-0.0124,-0.0331,,,-0.0235,,,,-0.057,-0.0669,,-0.0238,,,,,,-0.0452,,-0.0557,,,,,,,-0.018,,,,,,,-0.0269,-0.0103,,,,,,,,,-0.1546,-0.0686,,,,,,,,-0.0275,,,,,,,-0.0163,,,,,-0.0157,,-0.0847,,,,-0.0234,,-0.0444,,,,,-0.0745,,-0.0165,,-0.0373,,,,,,,,,,,,,-0.037,-0.032,,,,,,0.0803646445274353,,-0.0215,-0.0638,,-0.0843,,,-0.0534,-0.019,-0.1163,,,,,,,-0.0349,-0.0185,-0.021,,-0.0417,-0.0769,-0.0289,-0.0254,-0.0401,-0.0924,0.11799650639295578,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EIF1,,0.07996978610754013,,,,,,,,-0.0197,,,,,,,,-0.0397,-0.0073,,-0.0347,-0.0185,,,,,,,,,,,,,,-0.0194,,,,,,,,,,,,,,,,,,,,-0.032,,,,,,,,,,,,,,,,,,,,,,,,,-0.019,,,,,,,,,,,,,-0.0148,,,,,,,,,,,,,,,,-0.0106,,,,-0.0322,,,,-0.0722,,,-0.0165,,,,,,,,,,,,,,-0.0175,,,-0.017,,-0.018,-0.0177,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LGALS3,,0.07950153201818466,,-0.0117,,-0.0119,,,,,,,-0.0226,-0.0375,,,,,,,,,,,,,,-0.0341,,,,-0.0228,,,-0.0128,,,,-0.0224,,,,,,,,,,,,,,,,,,,,,-0.0176,,,,,,,,,,,,,,,-0.0248,,,,,,,,,,,,-0.0126,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.0392,,-0.014,-0.0181,,,-0.0077,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UBC,,0.07700648158788681,-0.0341,,,-0.1258,,,,,,,,,-0.1296,-0.1742,,,,-0.0725,,-0.3528,,,,,,,,,,,,,,-0.0717,,,-0.0368,,,-0.026,,,,,,,,-0.0245,,-0.0435,,,,,,,-0.0252,,-0.0602,,,,,,,,,,,,,,,,,,,,-0.2008,,-0.0162,,,-0.0455,,,-0.0796,,-0.0122,,,-0.1468,-0.0392,,,,,,,,,,-0.0199,,-0.0484,,,,,,,,,,-0.0516,,,,-0.1859,,,,,,,,,,-0.0355,,-0.0712,-0.1034,,-0.0418,-0.0296,-0.1673,,,-0.0165,-0.021,-0.0578,-0.2951,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"JUND
",,0.07647126913070679,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RPL27A,,0.07603047043085098,-0.0169,,,,,,,,,,,,-0.0417,,,,,,-0.0339,,,,,,,,,,,,,-0.0737,,,,,,,,-0.0635,,,,,,-0.021,,,,,-0.0511,,,,,-0.0206,,,,,,-0.0181,,,,,,-0.0232,,,,,,,,,,,,,,,,,,,,,,,,,,-0.0178,,,,-0.0313,,,,,,-0.0226,,,,,,,,-0.0682,-0.0119,,,-0.0067,-0.0548,,,,,,,,,,,,,,,-0.0215,,,,,,-0.0498,,,,,-0.0137,-0.0142,-0.0388,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RPL7A,,,-0.0495,,,,-0.0301,,-0.0143,,,-0.0338,,-0.0838,-0.0338,,,,-0.0792,,,,,-0.039,,,-0.0519,,,,,,,,,,,,-0.0313,,,-0.1795,,,-0.0105,,,,,-0.0313,,-0.0264,,,,-0.0371,,-0.0239,-0.0326,,-0.0376,,,-0.0537,,,,,,-0.033,,-0.0964,-0.0599,,,-0.023,-0.0332,,,,,,-0.0145,-0.0129,-0.008,,-0.0205,,,,,-0.0204,,,,-0.0178,,,,,,,,,,-0.0336,,,,,,,,,-0.0134,,-0.0196,,,,,,,,,,,,-0.0318,-0.0389,,,-0.013,-0.0579,,-0.0698,-0.0798,-0.016,,-0.0633,-0.0279,,,-0.0147,,-0.0136,-0.0338,0.09424931555986404,,-0.0897,,-0.0177,-0.0196,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CALM2,,,-0.0203,,,,,,,,,,,,-0.0514,,,,-0.0236,,,,,,,,,,-0.036,,,-0.0437,,,-0.0227,,,,,,,-0.0509,,,,,,,,,-0.0593,,,,,-0.0332,,,,-0.0155,-0.0163,-0.0659,-0.0379,,,,,,,,,,-0.0533,-0.0689,-0.0697,-0.053,,,,,,,,,,,,,-0.0226,,-0.0276,,,,,,,-0.0215,,-0.0813,,,,,,,,,,,,,,,,,,,,,,,-0.0159,,,,,,,,-0.0752,,,,-0.0246,,,,,-0.0541,,,,,,,,0.08722420036792755,,,,,,,,,-0.018,-0.0144,-0.0679,-0.0119,0.04631127044558525,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
