Gene,DOID:1240,DOID:6432,Citalopram,Hypochlorous acid,Azacitidine,Imatinib,Apratoxin a,Hydroxyzine,Diclofenac,Curcumin,Cetuximab,Adenosine triphosphate,Lmp-420,Paclitaxel,Alfacalcidol,Epz004777,Ethanol,Mln4924,"2,2',4,4',5,5'-hexachlorobiphenyl   (pcb-153)",Sangivamycin (nsc 65346),Arc (nsc 188491),Trastuzumab,Pertuzumab,Tamoxifen,Casiigly,Phenol,Rosiglitazone,Imatinib (glivec),Fluticasone,Letrozole,Interferon gamma-1b,Mercury,Nitric oxide,Bicalutamide,Gamma-tocotrienol,Nvp-tnks656,Aplidin,Nicotine,Trovafloxacin,Levofloxacin,Grepafloxacin,Clinafloxacin,Cocaine,Formoterol,Neocarzinostatin,Sb 216763,Mk-886,Pbde 85,Methylphenidate,Antimony,Chromium,Temozolomide,Folic acid,Cholestyramine,Oprelvekin,Carboplatin,Carboplatin (30 h),Carboplatin (36 h),Methotrexate,Cycloheximide,Etanercept,Lapatinib,Deferasirox,Vanadium pentoxide,Bexarotene,Insulin,Vemurafenib,Cadmium,Zinc acetate,Bpde,Chlorpyrifos,Cyfluthrin,Dasatinib,Azathioprine,Pioglitazone,Arachidonic acid,Motexafin gadolinium,"2,3,7,8-tetrachlorodibenzo-p-dioxin (tcdd)",4-hydroxynonenal,Nvp-tnks656 (tankyrase inhibitor),Gatifloxacin,"Puromycin, ec50, 5 d","2,3,7,8-tetrachlorodibenzo-p-dioxin","Puromycin, ec50, 1 d","Puromycin, ec50, 3 d",Hydrocortisone,Sapphyrin pci-2050 (1.25 &icirc;&frac14;m),Sapphyrin pci-2050 (2.5 &icirc;&frac14;m),"1,25 dihydroxyvitamin d","1,2,4-benzenetriol",Testosterone,Ubiquinol,Y15,4-hydroxytamoxifen,Metoprolol,Decitabine,Sorafenib,Torcetrapib,Nickel,Rituximab,Pimecrolimus,Nilotinib,Actinomycin d,Cigarette smoke,Nsc319726,Foretinib,Hodgkin lymphoma,DOID:3498,Harman,Plx4032,Isotretinoin,Metformin,Dexamethasone,Vx,Sirolimus,Fenretinide,Carboplatin (24 h),DOID:2154,DOID:2394,Tretinoin,Cisplatin,Ribavirin,Argyrin a,Calcitriol,Pd173074,Cediranib,Ciprofloxacin,Interferon beta-1b,Sevoflurane,Interferon beta-1a,Tibolone,DOID:0050589,DOID:971,Gefitinib,Cytarabine,Motexafin gadolinium (4 h),Luteolin,Telapristone acetate,Mycophenolic acid,"2,3-dimethoxy-1,4-naphtoquinone (dmnq)",Thapsigargin,Bortezomib,DOID:0050742,"Dmnq   (2,3-dimethoxy-1,4-naphthoquinone)",Mesalazine,Laminin,Bisphenol a,"Puromycin, 2xec50, 1d",Arsenic,Laccaic acid,Resveratrol,Triiodothyronine-[13c6] hydrochloride (t3 thyronine),DOID:5082,Plx4720,Estradiol,Phorbol 12-myristate 13-acetate (pma),Chlorambucil,Sulforaphane,Promegestone,Mek inhibitor (meki : azd6244),Aminolevulinic acid,Atorvastatin,Anastrozole,DOID:3910,Abiraterone,Lipopolysaccharide,Celecoxib,"3,3',4,4'-tetrachlorobiphenyl",DOID:381,Doxycycline,Natural alpha interferon,Quercetin,"Puromycin, 2xec50, 3 d",Androstanolone,Heregulin,Lysophosphatidic acid,Propofol,R1881,Fgfr-specific pd173074 inhibitor,DOID:7147,DOID:9008,DOID:5409,Bleomycin,DOID:4556,DOID:419,DOID:13949,Fluorouracil,Colchicine,DOID:9256,DOID:4450,Doxorubicin
EIF4B,,-0.06320778280496597,0.0109,,,,,,,,,,,,,,,,,,,,,,,0.0163,,,0.0061,,,0.0258,0.0067,,,,,,,,,,0.0305,,,0.0195,,0.0283,,,0.0396,,,,,,,,,,,,,,,,,,,,,,0.0165,,,,,0.0143,,,,,0.0101,,,,,,,,,,,,,,,,0.0118,,,,,,,,,,,,,,,,0.0207,,,,,,,,0.026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RPS6,,-0.06274604797363281,,,,,0.0674,,0.0327,,,,,,,,,,,,,0.0143,,,0.0159,,0.0411,0.0116,0.0337,,,0.0181,0.0224,0.0206,,,,0.023,0.0447,0.0313,0.0407,0.0501,,,,0.0544,0.0202,0.017,0.0183,0.0099,,,0.0136,,,,,,,,,,,,0.0115,0.018,0.031,,,,,0.0142,0.0214,,,,,,,,,0.0301,,,,,,,,,,,0.0136,,,,,,,,,0.0236,,,,,,,,0.0258,,0.0324,,,,,,,,,,,0.0446,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0188,,,,,,,,,,0.0289,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HMGN3,,,0.0276,,0.0209,,,,,,,,,0.0121,,,,0.0152,,0.0198,,,,,0.017,,0.0104,,,,,,,0.0638,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0125,,,,0.025,,,,0.1069,,0.07,,,0.0085,0.0169,,0.0338,,,,,,0.0148,0.0238,,0.0126,,,,,,,,0.0388,,0.0384,,,,0.0184,,,,,,0.024,,,,,,,,,,,,-0.05267138406634331,,,,,,,,0.0364,,,,,0.0409,,,,,,,,,,,,,,,,0.0192,,,0.0229,,,,,,,0.0193,,,,,,0.0173,,,0.0075,,,,,0.0072,,,,,,,,,,,,,,,,,,,,
MYL12B,,,0.0368,0.0421,0.0377,,,0.0115,0.0441,,,0.0107,0.0162,0.0408,,,0.0099,0.0995,0.028,0.1333,0.0865,0.0392,0.0805,,0.0353,,0.0135,0.0184,0.0101,,0.0213,,0.0113,0.0111,0.0168,0.0238,,,0.0184,,0.0375,0.0231,,,0.0181,,,0.0355,,,,,0.0129,,,,,,,0.0308,0.0177,0.0144,,0.0385,,,0.024,0.094,0.0171,0.0276,,0.0465,0.0612,0.0585,0.0183,,0.0282,,0.0231,0.0251,,,,0.033,0.0666,,0.0082,,,,,0.0188,0.0188,,,0.0299,,,,,,,0.0297,,,,0.0653,,,,,,0.0063,,0.0336,,,-0.04664936289191246,,,0.0339,0.0541,,,,0.035,,,0.0175,,,,,,0.0241,0.0093,,,,,0.0409,,,,,0.044,0.0145,,,0.023,,,,,,0.0137,,0.0373,,,,0.0111,,,0.0168,,,,,,0.0294,0.049,,,,0.0232,0.02,0.0533,,,,,,,,,,,,,
DPYSL2,,,0.0288,,,,,,,,,,,,,,,0.0176,0.037,,,,,,0.0107,,0.0194,,,,,,,,,,,,,,,,0.1017,,,,0.0238,,,,,0.0434,,,,,,,,,,,,,,,,,,,,,,,,0.01,,,,0.0318,,0.0238,,0.0263,,,0.009,,,,,,,,,,,,,,,,,,,,,,0.0248,,,,,,,,,,,,,,,,,,,,,,,,,,0.0196,,,,,,,,,,,0.0151,,0.0356,,,,,,,,0.0162,,,0.0469,,,,,-0.08106634765863419,,0.0082,,0.0195,,,,,,,,,,,,,,,,,,,,,,,
TUBA1A,,,0.0104,0.0499,,0.0174,,,,,,,0.0392,0.1791,0.0186,0.0524,0.0518,,,0.016,0.0193,,,,,,,0.0425,0.0546,,,,,,,,,,,,,,,0.0188,,,,,,,,,,,,,,,,,0.0236,,0.1058,,,,0.0155,,0.0251,,0.0357,,,0.0324,0.0316,,,0.0092,,,,,,0.031,,,,,0.0395,0.0357,,,,,,,0.1415,0.0266,,0.0173,,0.0222,,,,0.0186,0.016,,0.0219,,,,0.0093,,0.0175,,,,-0.07450190931558609,,,,0.0221,,,0.0293,,,0.0134,0.044,,,,,0.0478,0.0054,,,0.0401,,0.069,,,,,0.0154,,0.0521,,,,,,,0.0524,,,,0.0788,0.0345,,,,-0.077633798122406,,0.0188,,,,,,,,,,,,,,,,,,,,,,,,,
PSMA1,,,0.057,,,,,,,0.0244,,,,0.017,,,0.0109,0.0174,,0.0183,,,,,0.0215,,,,,,0.0329,0.0228,,0.0107,,0.0191,,,,,,,,,0.0134,,,,,,0.0264,,,,0.0077,0.042,0.0134,,,,,,,0.024,,,,0.0195,,,0.0303,,,,,,0.0302,,0.0272,,,,,,,0.0252,,0.0088,,,,,,0.0234,,,,,,,0.0166,,0.0199,0.0399,,,,,,,,,,,0.0163,0.0331,0.0524,,,,,,,0.0242,,,,,0.0099,,,,,,,,,,,0.0396,,,,,0.0143,0.0133,,,0.0316,,,,,,,0.016,0.0217,,,,,0.0201,,,,0.0079,,,,,0.0087,,,,,,,,,,,,,,,-0.07235915958881378,,,,,
OAZ1,,,0.0315,,0.0325,,,,0.0568,0.0595,0.0712,0.0158,,0.0405,,,0.0394,,,0.0166,0.0131,0.0336,0.0492,0.0296,0.0345,,0.0344,,,0.026,,,0.0281,0.0626,,,,0.0424,,,,,,0.0285,,,0.043,,,0.0092,,,,,0.0211,,,,,,0.0244,,0.0253,,,,0.062,0.0643,0.0482,0.0384,0.0357,0.0433,0.0231,,,,0.041,,0.0529,,,,,,,,0.0099,,,0.0369,,,0.0132,0.0139,,,,,,,0.0433,0.014,0.0273,,,,,,,0.0315,,0.0217,,,,,,,,,,,,,0.028,0.0865,,,,,,,,0.0505,,,0.016,,,0.023,,,,,,0.0145,,,,,0.0205,,,,,,,,0.0722,,,,,,0.0204,,,,,,,0.0183,,,,,,0.018,,,,,,,,-0.055252183228731155,,,,,
CYB5A,,,0.0128,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0287,,0.0066,0.0114,,,,,,,,,,0.0153,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0413,,,,,,,,,,,,,0.0304,,,,,,,,,,,,0.0218,,,-0.05652594193816185,,,,,,,,,,,,,,,,,,,,,0.0277,,,,,,,,,0.0206,,,,,,,,
RPL30,,,0.1204,,0.0315,0.0127,,,0.1247,,,,,,,,,0.0169,0.0508,0.1134,0.0573,,0.0275,,0.0628,0.0271,0.0262,0.0914,0.0134,,,0.0612,0.1665,0.1046,0.0531,,0.0748,,0.0608,0.0751,0.0489,0.0705,,0.0438,,0.0528,0.1055,,0.0815,,0.0724,0.1073,,,0.0446,,,,,,0.0124,,0.0449,0.0356,0.0278,0.0283,,0.0406,,0.0462,,0.0793,0.0442,,0.0876,,,,0.0366,0.0198,,,0.0102,,,0.0428,0.0156,,0.0232,,,0.1085,0.0295,,,0.0458,,,,0.0352,0.0249,0.0234,,,,,,,0.0416,,,0.0236,0.0083,,,,,,,,,,,,,,,,,,,-0.09491350501775742,,0.0411,0.0309,,,0.0603,,0.0158,0.0139,,,0.0402,,,,,,0.067,0.0595,,,,,,0.053,,,,,,,,,,,0.017,,,,,,,,,,,,,,,,,,,,,,,
RPS10,,,0.0358,0.0355,0.0737,,0.1038,,0.0538,,,,,0.0399,,0.0181,,,0.0822,0.0801,0.0522,,,0.0197,0.0582,,,0.1186,0.0248,,,0.0503,0.1565,0.1189,,0.0429,0.0963,,0.0675,,0.0469,0.0587,,0.0533,0.0806,0.0274,0.1487,,0.0648,0.0345,0.0422,0.0133,,,,,,,0.0212,,,,0.0645,,,,,0.0341,,0.0551,0.0906,0.0601,0.0278,,0.0182,,,0.1253,0.047,0.021,,,,,,0.0444,0.0079,0.0121,0.0196,,,0.0438,,,,0.0263,0.0693,0.0312,,0.0129,,0.0321,,0.0182,,,,,,,,,,,0.0368,,,,,,,,,,,,,,,,,-0.07264892011880875,,,,,,,,,,,,0.0774,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PABPC3,,,0.0502,0.0868,,0.0502,0.0516,,,,,0.1294,0.0264,,,0.0201,0.0235,,0.0208,,,,,,0.0133,,0.01,0.0919,,,,,0.1802,0.0509,0.03,,,,,0.0463,0.0095,0.0192,,,0.0388,,0.0341,0.0297,0.0612,,0.0129,,,,0.0127,,,0.0182,,,0.0656,,0.0248,0.0236,,,,,,,,0.0604,,0.0167,0.0174,,,0.0078,,,0.0151,,,,,0.0156,0.018,,0.0321,,,,,,0.0189,,,0.0494,,,0.0266,,0.0188,0.0218,,,,,0.0464,,,,,0.0245,0.0272,0.0162,,,,,,,,,,,,,,,,-0.06825796514749527,,,0.0196,0.032,,,,,0.0242,,,,,,,,,,,,,,,,,,,,,,,,,0.0134,,,,,0.0161,0.0216,,,,,,,,,,,,,,,,,,,
RPL13AP5,,,0.0187,,,,0.0538,0.1342,0.081,0.1325,0.0249,,,,,,,,0.0883,,0.0225,,,,0.0204,,0.038,0.0815,0.0278,0.0601,0.0231,,0.107,0.0775,,0.0237,0.0562,,0.0325,0.0642,0.0411,0.0563,,,,0.1107,0.0822,,0.0252,,,0.0454,,,,,,,,,0.0448,,0.0574,,0.0571,,0.0336,0.0669,,,0.149,0.105,0.0332,0.0126,,0.0193,0.0239,0.0154,0.0502,,0.0249,,0.0529,,,0.019,0.0312,0.0181,,0.0218,,,0.0141,,,,,,,,,,0.0247,,0.0289,,,,,0.0633,,0.0333,,,0.027,,,,,0.0199,,,0.0214,,0.0216,,0.0537,,,,,-0.06795630604028702,,,,,,,,,,,,,,,,,,0.0647,,,,,,,0.0497,,,,,,,,,,,,,,,,,,0.0213,,,,,,,,,,,,,,,,
RPL32,,,0.0375,,0.0595,,,,0.0714,0.0209,,,,0.018,,0.0326,,,0.0497,0.0766,0.0329,,,0.1136,0.0968,,0.0388,0.0843,0.0798,,,0.0518,0.1202,0.1059,0.036,0.0269,0.1008,,0.0984,,0.0613,0.0543,,,0.0314,,0.1391,,0.1004,0.0086,,,,,0.0123,,,0.0146,,,,,0.0509,0.0422,,,,,,0.0526,0.139,0.0214,,,0.0746,0.0317,,0.0379,0.0512,0.0225,0.0169,,,0.0569,0.0958,0.0575,0.0317,0.0131,,,,0.0468,,,,0.0253,,,0.1106,0.0176,,0.0138,0.034,,0.0232,,,,,,,,,,0.0572,,,,,,,,,,,,,,,,,-0.060874663293361664,,0.0475,0.0578,,,,,,,,,,,,,0.032,,,,,,,,,,,,,,,,,,0.0123,,,,,,,0.0254,,,,,,,,,,,,,,,,,,
RLIM,,,0.0402,0.022,,0.017,,,,,,0.1496,0.0389,,,,0.0338,,0.0377,,,,,,,,,0.0668,,,,,0.174,0.0635,0.0224,,,,,,,,,,,,0.0431,0.0275,0.0657,,,,,,,,,,,,0.0389,,0.0235,,,,,0.0285,,,,0.0279,,0.013,,,,,,,,,,,,0.0154,0.0185,,0.027,,,,,,0.0249,,,0.0548,,,0.0125,,,,,,,,0.0154,,,,,0.0157,,0.0157,,,,,,,,,,,,0.0139,,,,-0.05946660041809082,,,,0.0138,,,,,0.0304,,,,0.0111,,,,,,,,,,,,,,,,,,,,,,,0.0249,,,,,,,,0.0165,,,,,,,,,,,,,,,
RPS18,,,0.0167,0.0669,0.0688,,0.1611,,0.0871,0.0332,,,,0.0644,,,,,0.0727,0.0566,0.0422,,,,0.0832,,0.0722,,0.0714,,,0.0586,0.1505,0.1274,0.057,0.0407,0.0738,,0.0457,0.0169,0.0624,0.0558,,0.0302,,0.0279,0.1805,,0.0977,0.0148,,,,,0.0243,,,0.0215,0.0169,,,,0.0635,0.0204,,,0.0601,0.087,,0.0375,0.0698,,,,0.122,0.0597,,0.1615,0.055,0.0318,,,,0.0281,0.0733,0.0492,0.0271,,0.0119,,,0.0759,0.045,,,0.0382,0.0391,,,,,0.0298,0.0207,,,,0.0185,,,,,,,,0.0447,,,,,,,,,,,,,,,,,-0.054151806980371475,,0.0184,0.0798,,0.0272,,,,,,-0.1755167543888092,0.0154,,,,,,,,,,,,,,,,,,,0.022,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HNRNPA1P10,,,0.0566,0.0283,0.0379,,0.0353,0.0451,0.0624,,,,0.0862,0.0448,,0.0314,0.0131,0.0227,0.0299,0.0374,0.0152,,,,0.0508,,0.08,0.0156,,,,,,0.081,,0.0509,0.0999,,,,0.0083,,,,,0.0438,0.0183,,0.028,,,,,,,,,,0.0201,,,,0.0403,0.08,,,,0.0316,0.0337,,0.075,,,,0.0373,,,,0.0499,0.0244,,,,,,0.0417,,,,,,,,,,,0.0163,,0.0353,,,0.0323,,,,,,,,,,,,0.0463,,,,,-0.11093601584434509,0.0327,,,,0.047,,,,,,,,-0.05387554690241814,,,,0.0205,,,,,0.0161,,,,0.0405,,,,,0.0426,,,,,,,,,,,,,,,,0.0214,,,,,,0.033,,,,,,,,,,,,,,,,,,,
IGHA2,,,0.2177,,,,,,,,,,,,,,0.0343,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0091,,,,,,,,,,,,,,,,,,,,,,,,,,0.0429,,,,,,,,,,,0.0179,,,,,,,,,,,,,,,,,,,0.0323,,,,,,,,,,,0.0206,,,,0.0413,,,,,,,,,,,,,,,,,0.0236,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.20861756801605225,,
FTL,,,0.0358,,0.0997,0.0109,0.0575,0.0612,0.0908,,0.1197,0.0592,,0.0341,,0.0223,0.091,,0.0652,,,0.0231,0.0482,,0.0662,,0.1552,0.0587,,0.1395,,,0.1562,0.0313,0.048,0.0191,,0.0648,0.0961,0.0279,0.0957,0.0728,,0.0257,,0.0694,0.0134,0.0253,0.0315,,,,0.0431,,,,,,0.0207,,,,0.0284,,0.0458,0.0165,0.0521,,0.0321,0.1191,0.1245,0.0941,,0.0158,0.0209,0.052,0.0879,0.0582,0.0556,0.0174,,0.0353,,,,,0.0082,,0.0936,0.0615,,0.03,0.1092,0.0919,,,,0.0315,,,0.1078,0.0227,,,0.0966,,,,,0.0163,,0.0182,,,,0.0481,,,,,,,0.0998,0.0317,0.0345,,,,,0.0146,,,,,,,0.0253,,,0.2819,,0.1019,,,,0.0161,,,,0.0215,,,,0.0417,,0.0907,,0.1605,,,,,,,0.0156,,,,,,,,,,,,,,,,,,,,-0.1278541535139084,,,,,,
EEF1A1,,,0.0163,0.038,0.0743,0.0328,0.1525,,0.038,,,0.0136,0.0251,0.0125,,,,,0.0283,0.0203,0.022,0.0581,0.0241,,0.0157,,0.1507,0.0409,0.0706,,,0.1162,0.0267,0.024,,,0.0868,,0.0545,0.0363,0.118,0.1087,0.0618,,,0.0221,0.0233,,,,,0.0134,,,,,,,,,0.0323,,,,,,,,,,0.0325,,,,,,,,,,,0.0186,,0.0565,0.0658,,0.0113,0.0062,,,0.0133,,,,,,0.0855,,,,0.0132,0.0342,0.0192,,,0.0168,,,0.0264,,,,,0.0155,,,,,,,,,,0.0227,,,0.0316,,,,,,,,0.0577,,,0.018,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0072,,,,,,,,,,,,,,,,,,,-0.1173708438873291,,,,,,
ITM2B,,,0.0108,,,,,,0.0244,,,,0.0097,,,,,0.0458,0.0505,,,,,,,,,0.0311,,,0.0099,,0.0261,,,,,,0.0093,,0.0069,,,,,,,,,,,,0.057,,0.0131,,,,0.0354,,0.0439,,0.0182,,,,,,,0.0471,,,,0.0213,,,,,0.0217,,,,,,,,0.0133,,,0.0111,,0.0137,,,0.0268,,,,,,,,0.0144,,,,,,0.0298,,,,,,,,,,-0.1291440725326538,0.0252,0.0222,0.0176,,,,0.0396,,,,0.0104,,,,,0.0401,,,,0.0253,,,,,,,,,,,,,,,,,0.0408,,,,,,,,,,,,,,,,,,0.016,,,,,,,,,,,,,,,,,
RPL9,,,0.0223,,0.068,,0.0304,,0.1133,0.026,,0.037,,0.0607,,,,0.0228,0.0528,0.0793,0.0353,,,,0.0417,,,0.183,0.0575,0.0599,,0.0161,0.1513,0.1171,,0.0718,0.0735,,0.0608,,0.0761,0.0818,0.022,0.0484,0.0234,0.0578,0.186,,0.0267,0.01,,,0.0217,,,,0.0172,,,,0.0321,,0.0507,0.0389,,0.0087,,0.0608,,0.0318,0.124,0.0534,0.0204,,0.0352,,0.0815,,0.0779,0.0633,,,0.1271,0.0443,,0.0456,0.0315,0.0237,,,,0.0309,0.0177,,,,,,,,,0.0344,0.0448,0.0428,0.014,,,,,0.0163,,,,,0.0472,,,,-0.09597989916801453,0.027,,,,0.0163,,0.0197,0.0433,,,,,,,,0.0296,0.0295,,,,,0.0188,,-0.14340242743492126,,,,,,,0.0428,0.0143,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0467,,,,,,,,,,,,
EEF1G,,,0.0228,,0.0542,0.0226,0.1167,0.0288,0.0605,0.062,,,0.0234,,,0.0496,,,0.0376,,,,,,0.0524,,0.0316,0.0495,0.0404,0.0375,0.0235,,0.0938,0.081,,0.0365,0.0537,,0.0231,0.0179,0.0227,0.0365,,0.0209,,0.0505,0.0731,,0.0412,,,,,,,0.0236,,,0.0184,,0.0471,0.0373,0.0523,,,,0.0628,0.0453,,0.0328,0.0653,0.02,0.0748,,0.0223,,,,0.0339,0.0179,,,0.0089,,,0.0252,,0.009,,,,,,,,,,,0.0242,,,0.0146,,0.0381,0.0155,,,,,0.0279,0.0204,,,,,0.0145,0.0312,,-0.07777393609285355,,0.0292,,,,,,0.0165,,,,,,,,,,,,,,,0.0087,,,,,,,,0.0229,,,,,,,,,,,,,,,,0.0109,,,,,,,,,0.0116,,,,0.0199,,,,,,,,,,,,
TPT1,,,0.0213,,0.0601,0.0142,0.0876,,0.0652,,,0.0527,0.0176,0.0224,,0.0297,0.0115,,0.0829,0.0531,0.0217,0.0295,0.0242,,0.0792,,0.0571,0.0862,0.0192,0.0497,0.0114,,0.1653,0.0844,0.0215,0.041,0.058,,0.0501,0.0151,0.0803,0.0559,0.078,0.019,,0.0216,0.1405,,0.0677,,,,,,0.0098,,0.015,,0.0307,,0.0604,,0.0562,0.0193,,0.0397,0.1043,,,0.0226,0.0551,0.0139,0.1092,,0.0351,,,0.0485,0.0439,0.0233,,,,0.0394,0.0621,,0.0376,0.0118,,0.0153,0.0132,0.0258,,,,0.0188,,,,0.0295,,0.0394,,,0.0264,,0.0272,,0.0416,,,,,,0.0194,,0.0285,,-0.0756538063287735,,,,,,,,,,,,0.0184,,,,0.0913,0.0168,0.0349,0.0164,,,0.0151,,,,,,,,,,,,,,,0.0279,,0.0273,,,,,,,,,,,,,,,0.0331,,,,,,0.019,,,,,,,,,,,,
GPR183,,,0.0315,,,,,,,,,0.0332,0.0963,,,,,,,,,,,,,,,,,,,,0.024,,,,,,,,,,,,,,,,0.0269,,,,,0.0221,0.0082,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0141,,,,,0.0113,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0539,,,,,,,,,,,0.0137,,,,,,,-0.14386694133281708,,,,,,,
TUBA1B,,,0.0288,0.0587,0.0613,,0.071,,,0.0306,,,0.0148,,,,0.0724,,,,0.0174,,,,,,0.1337,,,,,,,0.0278,,,0.0661,,,,0.0244,0.0236,,0.0291,,,,,,,,,,,,0.0307,,,0.0239,,,,,,,,,,0.1039,,,,,,,,0.0764,0.0531,,,,,,0.0417,0.0728,,,,,0.0107,,,,0.0315,,0.0204,,0.0191,,0.0153,,,,,,0.019,0.0152,,,,0.0106,,0.0262,,,,0.023,,,,,,,,,,,,,0.0125,,,,,0.0503,0.007,,,0.0545,0.0104,,,-0.08543409407138824,,,0.1106,,,,0.0502,,,,,0.1637,,,,0.115,,,,,,,0.0082,,,,,0.0193,0.0428,,,,,,,,,,,,,,,,,,-0.1032659038901329,
TMSB10,,,0.0415,0.0424,0.0785,0.0567,0.061,,0.0233,,,,,0.0453,,0.0168,0.0642,0.0624,,0.0284,,,0.0937,,0.0747,,0.0164,,,,0.0324,,,0.0252,0.0804,0.0448,,0.0229,0.0208,,0.0203,,,,,,,,0.0409,0.0126,,,,,,,,,0.0957,,,,0.1656,,,,,0.1362,,0.0956,0.0666,,0.1191,,0.0158,0.0266,,,0.0559,0.0258,,,,0.0511,0.0273,0.0307,0.0236,0.0102,,,0.0141,0.1822,0.0311,,,,,0.0165,0.018,0.0317,,,0.0352,0.0239,,,,,,,,,0.0104,,,,,,,,,0.0614,,,,,,,,0.0518,0.0536,,,,0.1059,,0.0664,0.0464,,0.0165,,,,0.0219,0.03,0.1697,,,,,,,,0.0666,,0.0496,,0.008,0.1463,0.024,,,,,0.0482,,,0.0552,,,,0.083,,,,,,,0.0273,,,,,,,,,,,-0.10276307910680771,
GLRX,,,0.0242,0.0358,,0.0431,,,,0.0354,,,,0.0207,,,,,,,,,,,,,,,,,0.0095,,,,,,,0.0119,,,,,,,,,,,,,,0.043,,,,,,,,,0.0381,,,0.0299,,0.0081,,,0.0193,,,,0.0157,,,,0.0173,,,,,,,,,0.0304,,,,,0.026,0.0182,0.0153,,,,,0.0334,,,,,,,,,,,,,,,0.0627,,,,,,,,,,,,,,,,,,,,,,,,0.0256,,0.0148,0.0614,,,,,0.0224,,,,,,,,,,,,,0.0201,0.0184,,,,,,,0.0742,,0.0766,,,,,,,,,,,,,,,,,,,,,,-0.08779197186231613,
LTA4H,,,0.0136,,,0.0151,,0.0133,,,,,0.0106,,,0.0183,0.0382,,,,,,,,,,,0.0139,,0.0149,,0.0117,,0.0128,,,,,,,,,,,,,,,,,0.0227,,,,0.0173,,,,0.0273,,0.0121,,,,,,,0.0307,,,,,,,,0.0145,,,,,,,,,,,,0.0093,0.0106,,,,,,,0.0168,,,,,,,0.0302,,,,,,,,,,,,0.0335,,,,,,,0.0484,0.0371,0.0454,,,,0.0252,,,,,,,,,0.0123,,0.0571,,,,,,,,,,,,,,,,,,0.0177,,,,,0.0215,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.08696502447128296,
ENO1,,,0.0252,,,,0.0431,,,,0.0799,0.0439,,,,,0.0163,0.0193,,,,,0.0554,,,,0.0195,,0.0137,,0.0527,0.0316,,0.0095,,,0.0267,0.1762,0.0326,0.0201,0.0216,0.0256,0.0221,,0.0363,,,,,,,,0.0417,,,,,,,,,,,0.0188,,,,,,,0.0153,0.0235,,,,,0.046,,,,,,,,,,,,,,,,,,,,,,,,0.0144,,,,0.0183,,,,0.0178,,0.0116,,,,0.0157,,,,,,,,0.0154,,,,,,,,,,,,,,,,,,,,,,,0.0296,,,,0.0318,,,,,,,,,,,,,,,,,,0.0191,,,,0.0467,,,,,,,,,,,,,,,,,,-0.08301959186792374,
HSP90AB1,,,0.0164,0.0228,0.0501,,0.0639,,,0.1051,,,0.0656,,,,,,0.0134,,,,,,,,0.0342,,,,,0.0556,,0.035,,0.026,,,,0.0382,0.0301,0.0091,0.0238,0.057,,,,0.0274,0.0149,0.013,0.0533,,,,,0.0191,,,,,,,,,,,,,0.0779,,0.0236,0.0228,,,,0.023,0.1177,,0.0329,0.0243,,,,,,0.0204,,0.0064,0.0172,,,,,,,,0.0696,0.0434,,,0.041,,,0.0261,,0.0301,0.0291,,0.0212,,0.0169,,,,,,0.018,,,,,,0.0253,0.0175,,,0.0282,,0.0081,,,,,,,,,,,0.0455,,0.0795,-0.09979836642742157,,0.0109,,,,,,,,,,0.0228,,0.0365,,0.0105,,0.0166,,,,,0.0219,,,,,,0.02,,,0.0153,,,,,,,,,,,,0.0232,,,,0.0284
